reactive_energy_cost,imbalance_cost,harmonic_cost,neutral_current_cost,baseline_active_energy_cost
36300,18182.9999999998,3.2662224,2293.5675,296100
37275,18734.7599999998,3.2678982,3866.43,293850
34800,13350.9999999995,3.269574,1060.32,291000
34575,16399.9999999997,3.2663106,5742.1875,291075
36075,19468.3499999998,3.2648994,4981.6875,291375
35100,21080.0000000003,3.2653404,4945.08,289800
36300,17107.1999999996,3.265164,6348,291150
32325,14672.0000000001,3.2659578,259.47,289275
31425,16079.9999999997,3.2654286,192,287325
31650,17119.0000000002,3.2649876,75,285075
31425,19474.9999999998,3.2665752,913.5075,274425
29100,22490.9999999993,3.268251,1026.75,268350
27900,20319.9999999988,3.2705442,6102.03,267675
28125,15632.0000000011,3.2683392,55.47,273900
27825,16728.0000000002,3.2991057,4062.72,278100
28350,19940.0000000003,3.3008877,514.83,283500
30900,21146.9999999994,3.266928,4241.28,286950
30225,19000.0000000012,3.2659578,1094.43,286050
29925,15030.0000000006,3.2639292,2901.63,285675
35175,16575.9999999996,3.2608422,3748.8675,291075
32700,18953.9999999992,3.264282,4320.6075,291975
32250,23847.9999999999,3.2636646,6210.75,290850
31575,23671.9999999999,3.265605,1105.92,289800
30900,19529.9999999992,3.2657814,122.88,289500
28425,18095.9999999996,3.3024024,400.2075,288000
28875,18938.0000000002,3.3001749,43.32,289050
31050,19205.9999999992,3.2666634,343.47,291525
30600,18207.0000000002,3.2646348,1026.75,291375
30150,17583.9999999996,3.2648112,3974.88,289800
30825,19193.0000000002,3.2649876,157.6875,289800
30225,18623.9999999996,3.2671926,903.0675,276825
27750,18528.0000000012,3.2698386,1749.6675,268200
27600,10701.0000000004,3.2690448,5431.5075,271125
26850,12060.000000001,3.3046299,6048.03,270150
28425,16842.0000000001,3.3014223,782.4675,283200
28575,14339.9999999988,3.3009768,3685.5075,287400
29625,17790.0000000007,3.2991057,73.5075,291975
29775,20026.0000000002,3.2991057,262.2675,295200
28875,18847.9999999996,3.2999076,4574.7075,294750
37275,21063.2399999991,3.261195,1471.8675,300375
34875,23961.0000000009,3.2628708,108,301875
39600,19691.1000000007,3.2622534,2028,307800
39300,21205.8000000003,3.262518,1559.52,305550
35325,18899.9999999992,3.2626944,393.3075,295050
31950,16671.9999999996,3.2677218,6375.63,277275
31200,12395.999999999,3.268251,18.75,274500
28200,15435.0000000006,3.3003531,706.8675,271200
28875,23253.9999999999,3.267369,1452,277275
28125,17071.9999999996,3.3005313,229.6875,282450
27750,14882.0000000001,3.2999967,2637.3675,281400
27375,16049.9999999991,3.2676336,3227.52,271800
30675,20500.9999999998,3.2648994,30.72,275025
31725,17279.9999999996,3.261636,2301.87,276075
31500,14001.000000001,3.2617242,507,279225
38475,11488.9500000014,3.2580198,4969.47,283800
34725,7872.47999999983,3.2589018,1200,278700
35775,8731.80000000033,3.2589018,6375.63,278175
35625,9860.40000000084,3.2610186,5431.5075,276750
34725,15399.4500000006,3.2615478,1129.08,282450
33975,16704.0000000011,3.2630472,25.23,283725
31275,15629.9999999991,3.2670162,333.9075,276150
29625,15288.0000000001,3.2692212,6075,266550
27225,15778.0000000001,3.2716026,393.3075,259650
26925,14989.0000000011,3.2736312,4129.23,259050
28650,19652.0000000002,3.2721318,716.1075,269925
28425,20790.0000000008,3.2728374,1749.6675,265875
28200,16296.0000000001,3.274425,3159.0075,260400
26775,13692.0000000005,3.2750424,3257.1075,258600
30450,14742.0000000001,3.2734548,184.8675,260175
28425,15480.0000000006,3.2708088,5874.1875,272925
29325,22640.0000000003,3.2663106,1706.4675,277050
30525,60350,3.2641938,1656.75,282900
30675,19583.9999999992,3.2676336,2892.3075,284775
28950,18522.0000000007,3.2716908,1539.0675,282600
29250,16964.999999999,3.270456,4.6875,282300
29325,73643.9999999991,3.2674572,2.43,284100
29550,103662,3.266487,5650.68,285075
30750,92583.9999999992,3.2655168,5292,286725
30825,51557.0000000008,3.2681628,117.1875,289650
32475,55292.000000001,3.2677218,414.1875,291450
31800,12936.0000000005,3.2721318,5482.6875,290400
29850,18003.0000000002,3.2740722,5380.5675,275550
29325,36695.9999999998,3.274866,592.2075,268725
29925,48552.0000000002,3.274425,428.4075,267825
30300,50995.9999999998,3.2724846,7.2075,269325
31725,39202.0000000004,3.2715144,149.1075,277200
33000,51744.0000000002,3.2723964,5380.5675,270825
33450,22989.9999999997,3.2743368,2646.27,269625
33075,26627.9999999992,3.2738076,2566.6875,268800
29475,9663.9999999998,3.2765418,1642.68,267300
30075,48618.0000000006,3.2733666,196.83,276450
30825,41471.9999999991,3.2724846,3091.23,281775
31425,37199.9999999996,3.2705442,1380.3075,284925
29625,61804.9999999998,3.2723082,468.75,274650
28125,54997.0000000009,3.2747778,151.23,265050
27750,33372.0000000013,3.275307,253.92,264750
27975,55088.0000000015,3.2745132,6061.5075,264600
29775,29951.999999999,3.272661,1485.1875,277875
27450,22512.0000000008,3.275748,2496.9675,267300
24750,6365.99999999873,3.2791878,872.1075,260250
28425,14078.9999999995,3.279717,324.48,262875
30525,6378.00000000024,3.2751306,1224.12,268425
28800,9774.00000000037,3.277512,259.47,271650
26775,11923.9999999999,3.2806872,2628.48,265650
26850,19673.9999999992,3.28104,2195.1075,265875
27000,18734.0000000002,3.2833332,363,268650
29400,11945.9999999999,3.2816574,211.68,275850
29250,20162.0000000002,3.279717,1297.92,281100
29850,16724.9999999991,3.2830686,4458.3075,288225
28425,12000.9999999999,3.2838624,4504.6875,277950
26775,12912.0000000005,3.3178167,2394.1875,273900
28200,13032.0000000005,3.282363,2488.32,275775
29700,14208.9999999995,3.2821866,2377.2675,277875
30675,10869.9999999994,3.2805108,982.83,280200
28500,79925.9999999996,3.273102,3834.1875,276900
25725,105229.999999999,3.2720436,27,268200
25575,109394,3.2724846,5521.23,267300
26475,123096,3.2725728,221.88,265500
26775,114580.000000001,3.2783058,3508.92,266775
27150,117797.999999999,3.2763654,3685.5075,269925
28500,120233.999999999,3.2740722,887.52,270900
38625,103901.489999999,3.2716026,1642.68,282150
35550,183639.000000001,3.265164,851.7675,284400
34650,154665,3.26781,4469.88,288750
35850,86304.0000000006,3.2743368,3888,289650
36825,101453.999999999,3.271338,782.4675,293250
34275,140579.999999999,3.2693976,3759.48,291675
32475,105360,3.2716026,554.88,291150
30450,96865.9999999995,3.2746896,2584.2675,290250
30450,147445.999999999,3.271779,1158.3675,290925
32550,95039.9999999999,3.2740722,262.2675,292875
32625,53578.0000000008,3.2799816,1285.47,291900
31350,77279.9999999992,3.2790996,3866.43,292200
34650,91909.9999999985,3.2778648,3706.5675,294225
37725,107081.999999998,3.2728374,483.87,300525
35025,80405.0000000007,3.2768946,2360.4075,301875
35550,90719.9999999999,3.275307,153.3675,298350
34575,103003,3.2753952,4252.5675,285900
36000,64232.0000000003,3.2800698,5279.4075,281775
36975,35740.9799999998,3.281922,5018.43,281250
38625,43361.9999999991,3.2796288,1.6875,286125
41400,48604.0500000003,3.275748,46.8075,297525
39750,36218.1600000004,3.2782176,3376.8075,297450
39225,45135.0900000001,3.277071,232.32,295425
38175,44203.5000000011,3.279276,59.4075,293475
37200,30343.5,3.2852736,12.6075,276900
39150,35944.919999999,3.2514012,2799.9075,273675
43050,29795.0400000011,3.2494806,1199.9097,277200
41850,6961.68000000027,3.251925,3617.4897,278700
41625,29462.3999999994,3.2824512,14.52,290250
41400,41974.0200000004,3.28104,0.48,293550
40725,64324.2600000006,3.2782176,4728.27,295350
50400,57371.4899999998,3.2377824,4436.652825,303900
44250,18657.5400000007,3.282363,4517.37,300300
45525,21642.3899999994,3.2848326,4669.203825,308775
44700,16600.3199999997,3.2843916,4799.6388,306150
45000,27395.280000001,3.281481,613.47,306900
45225,27537.8399999994,3.2777766,1242.3675,311175
42450,34434.1800000003,3.2758362,652.6875,307575
44475,60760.2599999985,3.2715144,1647.169425,310725
46350,72796.6799999988,3.270456,282.335625,313350
47250,56727,3.2723082,74.25,313650
45825,25922.160000001,3.277953,4011.170625,311775
43950,12283.9200000005,3.282804,1272.6153,304050
41550,15729.1200000011,3.2840388,6075,291600
40125,19483.2000000003,3.289419,1194.0075,287850
39225,25070.7600000005,3.2908302,826.68,285300
42375,25527.1499999996,3.288537,270.871425,297900
44475,25687.5299999996,3.2906538,6202.8153,302775
44850,25070.7599999991,3.2914476,2403.925425,308250
45825,18753.5699999998,3.2862438,1863.682425,310425
49050,23384.7900000004,3.2825394,3423.229425,317250
50775,23407.5600000004,3.2820984,10.164825,320475
47325,35893.4400000009,3.277071,4132.1313,315825
44175,38136.7800000004,3.2774238,5055.3075,312000
45450,63652.0499999997,3.2709852,399.6432,313800
49200,79453.4400000013,3.2678982,2984.5233,319425
50850,66894.3000000014,3.269133,96.4953,322275
50250,51508.7099999998,3.2756598,3700.8873,319950
48525,62924.3999999987,3.2778648,3596.7888,315825
42750,58214.9700000006,3.2790114,3149.28,298125
44550,29429.7299999996,3.2821866,2717.735625,301200
52725,25170.75,3.2527107,3146.722425,319500
51525,25566.75,3.2865084,637.428825,320325
51300,27232.9200000005,3.2882724,2826.615825,320475
49950,26898.3000000005,3.2896836,158.2713,319575
48900,27318.060000001,3.2904774,2303.598825,318975
48600,24972.75,3.2912712,541.2825,319350
46725,26203.3200000005,3.2913594,4907.694825,317775
46650,24898.5,3.2919768,4992.57,317625
47475,25482.6000000005,3.2918004,209.5632,316950
46875,25420.2299999996,3.2910066,2395.4832,315450
47700,25862.7600000001,3.2892426,270.871425,315225
46350,27620.9999999997,3.2888898,549.3312,315000
46275,26389.4400000001,3.2880078,3433.32,314175
45225,22678.9200000004,3.2860674,0.363825,310950
43800,36495.3599999999,3.2839506,1778.7675,309975
43800,47600.1899999999,3.2820102,6115.5675,312375
43950,79641.5400000004,3.2794524,550.8075,312675
44775,79708.8600000009,3.2793642,2141.139825,313200
45450,87876.3600000002,3.2774238,3453.5457,313500
44925,79140.6000000003,3.2795406,755.575425,311025
46950,23304.5999999999,3.2865084,3576.1473,313200
46125,17974.4400000002,3.28986,690.710625,304200
43575,13256.100000001,3.2961222,2254.237425,291525
44100,21101.8500000008,3.2979744,4598.814825,291975
45450,20255.4000000003,3.2984154,3838.435425,293175
45975,24163.9200000009,3.2974452,19.312425,301350
46275,24116.3999999995,3.2946228,3690.410625,305250
46050,19543.5899999998,3.2940054,4740.127425,309075
45225,73222.3799999995,3.2824512,28.5417,310050
49500,67636.7999999986,3.28104,3463.680825,316050
50925,43809.4800000005,3.2503536,769.8537,317775
50325,11957.2200000015,3.2912712,14.3748,317400
50025,20710.8000000003,3.2946228,3353.0112,317100
48075,11717.6399999999,3.2948874,5053.640625,306075
45150,31462.2000000001,3.2936526,4459.640625,293625
47400,58532.7599999995,3.2544567,1272.6153,294675
46650,77823.9000000003,3.2513139,1457.148825,297900
47775,40256.3699999989,3.2564646,3989.370825,304425
47700,24230.25,3.3007968,1923.676425,306825
47325,23735.25,3.2997384,858.33,317025
46425,24452.9999999991,3.300885,23.2848,315750
46800,22690.7999999995,3.300444,4000.2633,317250
44175,22428.4500000004,3.3020316,2567.1492,314925
44100,22193.8199999999,3.301326,5029.167825,316950
44925,23225.4000000004,3.3020316,3679.9488,316875
44250,24449.0400000009,3.3037956,3.927825,309825
44400,22694.7600000014,3.304854,6148.6425,308700
51975,21663.1799999994,3.2685993,3838.435425,314700
46500,21767.1300000008,3.3055596,4931.870625,309675
44100,24088.6800000014,3.3084702,577.969425,305025
46275,24546.0599999999,3.3076764,1016.4825,304500
43050,25251.9300000004,3.3112044,1530.4113,296625
40725,24546.0600000004,3.3139386,2130.6675,292575
38475,23217.4799999999,3.313233,4657.08,292800
37575,23239.2599999999,3.3118218,5874.1875,289500
37500,24432.2100000004,3.3125274,3953.07,289350
37800,25328.160000001,3.312351,5768.4675,287850
35625,28990.0000000006,3.3130566,31.6875,287400
35925,26999.9999999994,3.3152616,1.08,287400
35475,23099.9999999993,3.3142914,4423.68,285975
35400,19565.9999999992,3.3130566,801.9675,287100
34950,21720.0000000003,3.3137622,5.4675,286950
34425,22721.9999999993,3.3131448,153.3675,286050
37275,24978.0000000004,3.3117336,417.72,289050
37050,27250,3.312351,3696.03,289575
36450,26858.0000000005,3.3151734,5431.5075,289350
36750,24575.9999999995,3.3149088,199.2675,291600
36825,22770.0000000004,3.3130566,303.0075,292575
38175,23237.2799999995,3.310146,21.0675,294150
38250,24255,3.3111162,50.43,292350
38775,22724.459999999,3.310587,2790.75,295650
37575,23231.9999999999,3.3108516,17.28,293325
38025,25727.9999999995,3.3106752,1875,288450
38625,24136.1999999989,3.3098814,1958.4075,288450
38550,27824.9400000006,3.3082056,3478.2075,289200
41025,30353.4000000001,3.308382,253.92,294075
41325,23825.3399999993,3.3060006,1778.7675,296100
39975,80356.320000001,3.266766,1778.7675,293775
38250,94387.5900000002,3.3014142,72.03,292500
36450,66250,3.3027372,2471.07,291525
34500,13595.9999999999,3.3089994,39.9675,290775
36300,7146.00000000027,3.308382,3748.8675,294075
35625,14591.9999999988,3.3075,1458.6075,293550
36300,23693.0000000015,3.3060006,410.67,294150
36375,39809.9999999996,3.3045012,4309.23,293925
37125,13474.9999999999,3.305736,1297.92,296850
39075,22383.8999999997,3.3093522,2646.27,298275
44100,18364.5000000001,3.3019434,0.9075,303675
44775,36895.3199999983,3.2658057,2004.6675,304950
44625,40081.1399999984,3.2656311,276.48,302850
41700,23474.8799999997,3.3018552,4129.23,297225
40425,38966.4000000009,3.3007086,2948.4675,293250
40425,13935.2400000005,3.3028254,45.63,295425
41400,12686.8499999999,3.3030018,5794.8075,297225
41700,12577.9499999999,3.3022962,209.1675,298050
41175,23042.2499999997,3.300885,5104.6875,296775
41325,42445.2600000004,3.2985918,1927.8675,296925
40575,10852.3799999987,3.3027372,806.88,296700
39675,46292.3999999993,3.3019434,6334.2075,294375
48000,37667.5200000008,3.2637105,2918.982825,298800
43200,13917.4199999999,3.3006204,7.2075,297675
39225,30935.5200000012,3.3010614,739.47,294000
34575,25660.0000000004,3.3043248,372.9675,285600
34725,11268.0000000004,3.3053832,1335.63,285750
36675,14833.0000000011,3.3063534,2939.07,289725
37200,10332.0000000004,3.3045012,1129.08,291225
39150,11592.8999999993,3.3015906,702.27,294225
38850,25684.560000001,3.3033546,626.4075,293700
38325,56949.7500000003,3.3073236,5482.6875,291975
37350,26495.9999999994,3.3038838,3159.0075,291675
37350,31268.1600000001,3.3031782,1194.0075,291000
39150,30038.5800000006,3.3038838,27,290700
39900,49135.6799999999,3.3049422,1223.9073,291975
38025,32848.1999999997,3.3049422,1134.9075,292650
37950,26013.0000000005,3.3082056,297.0075,292800
39300,25730.1000000004,3.3087348,1642.68,294675
40275,27942.75,3.307941,5154.3075,295800
39525,13804.5600000005,3.3064416,4908.6075,294525
39225,50540.4900000001,3.3015906,3120.1875,294750
38475,80783.9999999992,3.2983272,2967.3075,294600
37800,69112.0000000001,3.3015024,5715.9675,291675
37800,28532.0000000001,3.307941,2727.0675,294600
37275,31124.0000000002,3.3090876,4516.32,294150
37575,19391.9999999996,3.3060006,379.6875,293550
38850,13863.9599999989,3.3087348,801.9675,295950
39300,30432.5999999992,3.3107634,346.6875,296175
39900,11800.800000001,3.3071472,5129.4675,298800
39975,12784.8599999999,3.3058242,702.27,301200
40875,11513.6999999994,3.3046776,3812.7675,301575
38700,21834.0000000008,3.305295,661.5675,299925
39075,11848.3199999999,3.3084702,450.1875,302475
37725,7762.99999999924,3.3097932,291.0675,297600
36900,31967.9999999995,3.3098814,4332,291750
36450,13896.9999999995,3.3144678,0.75,291600
35400,26459.9999999996,3.3150852,924.0075,292125
37650,50288.0000000002,3.3164964,164.28,296850
40875,39453.4799999999,3.3024726,5495.52,302025
41025,135550.8,3.2897718,58.08,304125
42750,72111.5999999993,3.2970042,3696.03,303825
41400,23742.1799999993,3.3073236,33.6675,301050
40200,26458.7400000004,3.3072354,5154.3075,298425
42450,27561.5999999994,3.3012378,1100.1675,300900
43050,20528.6399999992,3.2975334,4413.724425,301950
39375,61981.9199999995,3.2962104,2948.4675,299250
39525,27609.1199999994,3.3027372,4400.67,300375
39825,44229.2399999999,3.30309,711.48,301275
41475,123759.899999999,3.2968278,6156.27,304800
39750,186243.75,3.291183,797.07,302775
39375,184016.25,3.2906538,522.72,304800
45600,100683,3.261528,4196.28,309600
45600,24199.5600000009,3.2979744,5960.9088,308175
42600,67969.4400000002,3.2984154,18.0075,304425
43650,31295.8800000002,3.3031782,3346.68,306075
43425,15429.1499999991,3.305736,2278.8513,306000
42300,37901.1600000003,3.2997384,5229.1875,304800
40650,32506.6499999998,3.3067062,1878.591825,303000
37050,19998.0000000003,3.3096168,315.1875,277500
32250,65322.0000000008,3.3082056,1310.43,258000
32625,145420.000000001,3.2691231,2106.75,255750
34650,129327.660000001,3.2686866,542.7075,253425
33900,77111.9999999994,3.2730516,3356.7075,253575
35250,46819.0800000002,3.308823,142.83,255525
35625,40090.0499999994,3.2775912,78.03,255450
38400,51725.5200000002,3.2762817,2673.0675,256125
35925,93445.1100000006,3.2747976,836.67,251475
33825,59637.5999999987,3.2776785,887.52,250725
33075,125580,3.271131,17.28,249075
34350,11147.400000001,3.3157026,4872.27,250350
40575,36139.9499999994,3.2823054,3764.0592,255450
37950,25565.760000001,3.2801229,1984.620825,254175
39975,17867.5199999996,3.2809959,843.249825,254625
41550,19994.0400000008,3.2812578,162.6372,256200
43050,18546.6600000002,3.2810832,1242.061425,258975
41025,17344.7999999996,3.283353,3224.536425,256575
41025,17091.3599999996,3.2847498,5402.496825,257025
40425,31487.9399999995,3.2783769,158.2713,258000
42300,15481.6200000001,3.2831784,659.3697,259575
41925,28908,3.2782023,3679.9488,259425
40650,7851.69000000083,3.2802975,2726.7273,258750
37425,13507.5600000005,3.2799483,1425.72,256725
37275,31240.4400000001,3.279861,7.68,257025
38475,19263.4200000007,3.2878926,43.32,257850
40650,15874.6499999991,3.2843133,641.7873,260325
39000,23043.2399999999,3.2849244,8.085825,258075
39675,26136,3.2849244,3050.791425,258750
38100,21580.0200000008,3.2855355,697.6875,257550
38625,17368.5600000002,3.2871069,1354.6875,260625
39300,16251.8399999997,3.2848371,302.9697,262950
35550,15998.3999999997,3.3200244,1367.4675,258450
33525,16863.9999999996,3.3209064,3346.68,255000
33225,16943.9999999996,3.3230232,3346.68,249225
33900,15874.6500000006,3.322053,5650.68,249000
34800,15978.5999999991,3.321612,2479.6875,249675
35325,15065.8200000001,3.2875434,1699.32,250800
34425,17043.8399999996,3.321612,3570.75,251250
34950,16853.7599999996,3.3232878,3738.27,252000
33675,17301.2400000002,3.3222294,421.2675,249450
33825,18817.9200000007,3.3225822,518.7675,249225
32400,20614.9999999998,3.3240816,1316.7075,247500
32175,19890.0000000008,3.3257574,639.48,244200
32925,18649.0000000002,3.3241698,3159.0075,245400
36225,19584.1799999992,3.289464,693.12,247350
36825,21255.2999999997,3.2910354,237.63,247800
33075,20988.0000000008,3.3261102,2873.7075,245325
35250,17522.999999999,3.2886783,3996.75,247425
35625,15006.4199999995,3.288591,432,248400
37050,14839.1100000011,3.2879799,253.92,248550
36225,17760.6000000007,3.2869323,1808.1075,249300
33675,17879.399999999,3.3234642,2523,248850
34200,12458.1599999999,3.3232878,6279.1875,249750
34950,15772.6800000001,3.3239934,4945.08,250800
33750,16884.449999999,3.3253164,2540.43,250575
33825,14658.9299999995,3.3266394,4332,250275
30975,15890.0000000001,3.3280506,468.75,245850
31125,20016.0000000008,3.3265512,0.48,245775
33225,22255.2000000003,3.324258,17.28,247725
36000,23542.2000000003,3.2895513,1242.3675,252000
36225,27050.7600000005,3.2882418,134.67,252975
37500,20095.0199999985,3.2895513,1266.9075,251625
38700,16424.1000000001,3.2899005,1304.1675,255375
35850,17597.2500000007,3.3239934,661.5675,252675
31500,18975.9999999996,3.3250518,1026.75,246450
31500,19720.0000000002,3.3248754,2.43,245550
31275,18879.9999999996,3.3301674,1176.12,245025
31200,16687.4400000001,3.3322842,4051.6875,246150
31200,17879.399999999,3.332196,5406.0075,246675
31425,20349.0000000002,3.3296382,3478.2075,247575
32850,25095.0000000009,3.3287562,1026.75,248550
33525,22816.5299999997,3.3284916,483.87,248625
33450,22157.9999999991,3.3284034,1279.2675,248925
32475,23902.0000000015,3.3281388,5637.6675,247800
32325,20936.5200000002,3.3254928,1966.08,249075
32775,19958.3999999996,3.325581,821.7075,248475
31950,22453.2000000009,3.326904,6238.08,246000
31800,24849.0000000004,3.3254046,3005.1675,247425
31875,20431.6199999985,3.3236406,1830.27,247875
32025,17220.0000000006,3.32514,219.3075,247575
33525,22082.9399999997,3.3241698,2523,250425
35475,20332.6200000008,3.323817,4400.67,252600
39225,19441.6199999992,3.2880672,909.5625,259200
39525,19495.0799999992,3.2873688,5154.3075,261150
43725,18496.1700000002,3.2876307,1946.4192,265350
45375,19316.8800000007,3.2854482,202.145625,269400
41550,16632.0000000006,3.2865831,5.412825,264375
41100,17693.2799999996,3.2875434,5478.766425,264450
39900,20190.0599999992,3.2866704,4992.57,261675
39075,15109.3800000011,3.2878926,3633.12,261675
39525,15006.4200000011,3.2886783,201.72,261675
38850,14916.3299999995,3.2891148,3953.07,261225
38700,17915.0399999996,3.2899005,2619.6075,259950
40350,17693.2800000012,3.2882418,4143.216825,259950
41850,18849.6000000002,3.2873688,533.2932,260850
43800,16988.4000000006,3.2880672,6229.9908,261750
42075,18152.6399999996,3.2863212,4054.948425,259800
42000,15661.8000000001,3.285099,1938.823425,260400
42000,13709.5200000005,3.2850117,2575.888425,260775
40425,98912.8799999996,3.2775912,5380.5675,258225
39375,121607.640000001,3.2760198,5166.75,256575
37800,99664.2900000017,3.2808213,417.72,253875
37500,22916.5200000009,3.285972,1.92,251700
37500,17629.9200000001,3.2850117,510.9075,251850
40500,26673.5699999992,3.2811705,1088.7075,258150
43200,38194.1999999996,3.2815197,256.8753,258675
44100,49395.0600000012,3.2804721,1878.591825,259050
45525,9092.1599999998,3.2832657,151.833825,261525
43125,2241.35999999955,3.2834403,2101.4532,259200
38625,26005.3199999999,3.2830038,630.75,253950
39075,39314.8800000009,3.2816943,4563,252600
38625,39853.4400000009,3.2823927,3601.8675,250350
38775,33230.3399999988,3.2838768,1458.6075,252300
38100,48461.4899999987,3.2835276,1054.6875,250875
36900,12602.6999999993,3.2886783,4007.7075,241950
37425,17810.1000000001,3.2885037,3062.4075,240450
39525,13242.2399999999,3.2892894,4286.52,241950
38025,41532.480000001,3.2876307,988.2675,243150
45075,40740.4799999991,3.2480352,5960.9088,251025
39075,31402.8000000006,3.2843133,716.1075,245625
36525,58655.520000001,3.2841387,1989.1875,240975
32625,52279.9199999996,3.2891148,5418.75,236025
32325,26375.5799999998,3.29121,3931.32,235500
32025,50252.4000000007,3.2897259,2436.75,234300
32925,28868.3999999994,3.2898132,2496.9675,235425
34575,17754.6600000001,3.2876307,4884.3675,233700
36300,10026.7200000016,3.2871942,2883,237000
39075,10589.0399999998,3.2852736,113.4675,239175
39975,5148.0000000008,3.2827419,1931.2425,243525
40350,4942.08000000077,3.2803848,3443.425425,246450
36000,10683.0900000004,3.2840514,4574.7075,242100
34275,22235.4000000003,3.2844006,4788.0075,236775
31350,26712.000000001,3.2871942,5980.8675,234225
31350,23582.9999999993,3.2864958,2187,228750
31875,15689.5200000001,3.2881545,2673.0675,217350
34050,17772.4799999996,3.285972,1692.1875,220350
36075,15398.4600000001,3.283353,4776.03,221250
36450,17233.9199999996,3.2809959,1897.5675,230475
39600,20408.8499999998,3.2784642,5960.9088,239175
42225,19192.1399999992,3.2759325,486.6048,247725
41025,21799.8000000003,3.2752341,2181.1977,247575
47550,22910.5800000009,3.2383584,2681.917425,254100
41550,22494.7800000008,3.2767182,449.3313,251625
43575,25328.1599999995,3.2759325,5594.1732,252900
41175,27852.6600000011,3.277242,3576.1473,250050
34275,26383.5000000005,3.2808213,1004.67,243300
33825,26623.9999999991,3.3134094,4824.03,251325
32025,23437.0000000004,3.3156144,4932.9075,250725
31350,23459.999999999,3.3164082,6292.92,249825
32625,20540.0000000003,3.3149088,166.5075,248325
36375,18301.1400000007,3.2790753,13.23,253800
32700,21260.0000000003,3.3157026,2584.2675,246675
33000,22952.9999999993,3.315879,124.8075,250725
32250,22511.9999999993,3.3142914,2892.3075,253275
31425,23605.9999999999,3.3142914,2873.7075,254025
31200,22826.9999999993,3.3157026,861.9075,255225
39825,23243.2199999993,3.2797737,28.5417,262425
35100,21048.3900000013,3.3149088,4908.6075,261075
35925,22328.4599999993,3.3129684,23.52,262800
35250,24386.6700000004,3.3122628,12.6075,260475
34500,25280.6399999995,3.310587,5598.72,257700
30600,32220.0000000012,3.3129684,1004.67,251550
30450,31668.0000000007,3.3128802,2736.12,250575
32250,26400.000000001,3.3116454,706.8675,252450
33600,23957.9999999999,3.3097932,592.2075,255900
29700,24881.9999999998,3.3126156,95.7675,251025
29475,24661.9999999999,3.312351,34.68,252000
28575,24046.0000000014,3.3117336,2691.0075,251250
27525,22910.9999999993,3.3112926,2986.2075,248475
26175,18734.0000000002,3.3124392,4586.43,244200
25125,25323.0000000004,3.3126156,132.6675,246225
26775,23275.9999999999,3.3111162,5229.1875,257625
29400,33824.9999999998,3.3073236,1297.92,283425
33000,36972,3.3034428,675,284925
32475,33890.9999999998,3.3046776,0.0075,284175
31500,27620.9999999996,3.3065298,2531.7075,284850
30825,26945.9999999996,3.3054714,1920.27,284550
29700,28246.0000000006,3.3043248,2162.7675,284775
29175,31615.9999999993,3.3014142,106.2075,286500
36150,32472.0000000012,3.2941818,199.2675,291825
32550,34135.9999999989,3.2956812,1367.4675,289950
32775,37187.9999999999,3.2945346,3072,289800
28425,28188.0000000011,3.3311817,657.12,286350
30375,31500.0000000012,3.2946228,2402.67,288975
32025,36278.0000000004,3.2922414,149.1075,289425
32700,37415.0000000009,3.2917122,4007.7075,288225
32775,36960.0000000009,3.2910948,1649.7075,287475
27450,35672.9999999998,3.3261921,856.83,282300
25275,38267.9999999999,3.3279741,2754.27,281925
25425,37100.0000000009,3.3270831,81.12,281475
19425,37415.0000000009,3.3313599,216.75,275700
18900,40144.999999999,3.3306471,1077.3075,276300
18825,41876.000000001,3.3315381,3888,274275
18675,40885.0000000005,3.3312708,877.23,274500
19125,33539.9999999997,3.3324291,1438.83,276225
21225,31899.9999999991,3.3308253,3316.6875,278400
23025,32248.0000000007,3.3288651,76.5075,283350
24600,34687.9999999993,3.3294888,149.1075,285375
24750,32992.0000000008,3.3290433,913.5075,284850
23100,31109.9999999997,3.329667,4981.6875,280800
20550,29909.9999999997,3.3311817,24.3675,277875
25800,28709.9999999992,3.3292215,5572.83,281025
24000,28622.9999999992,3.3275286,1699.32,281475
23550,26378.9999999996,3.3239646,5406.0075,282750
24600,29697.9999999989,3.3221826,3366.75,282675
25950,27347.0000000006,3.3215589,4073.7675,285375
26400,27115.0000000006,3.3210243,333.9075,285375
25875,24621.9999999992,3.3193314,491.52,283875
25725,25635.9999999991,3.3191532,5559.9075,282975
27150,26597.9999999991,3.3185295,1380.3075,285300
27525,26598.0000000005,3.2853618,4118.1075,284100
24825,24911.9999999995,3.3219153,90.75,281400
23325,24480.0000000009,3.3215589,1635.6675,283125
23250,27161.9999999996,3.3221826,38.88,283800
24075,29999.9999999997,3.3217371,4752.12,284925
24675,30839.9999999997,3.322539,2892.3075,288000
25875,32543.9999999993,3.3200442,1699.32,289350
26025,32735.9999999993,3.3190641,1123.2675,290025
27075,31589.0000000002,3.3196878,2293.5675,291900
28275,30659.9999999997,3.3181731,27.9075,293700
24750,34055.9999999998,3.3191532,2268.75,289275
25725,32519.0000000002,3.3186186,734.7675,291600
24375,33151.9999999993,3.3185295,136.6875,293700
23325,31217.0000000002,3.3169257,379.6875,295050
24900,31776.0000000007,3.3159456,372.9675,294450
23925,31448.9999999999,3.3187968,63.48,291300
