reactive_energy_cost,imbalance_cost,harmonic_cost,neutral_current_cost,baseline_active_energy_cost
20475,55843.9999999992,3.225474,1386.75,232725
19425,56120.000000001,3.2252976,5229.1875,234900
18900,54000.0000000003,3.225033,211.68,233325
19125,54739.9999999993,3.2235336,187.23,235500
15375,60050,3.2260914,1037.88,231000
9900,62900,3.26106,1771.47,224175
8475,63648.0000000007,3.2621292,324.48,220650
11700,57057.9999999999,3.231207,1532.28,197850
38775,35600.4000000003,3.1227165,103.3857,193875
29625,38942.6399999998,3.157056,818.4132,193275
7350,56304.0000000005,3.2644458,2004.6675,194100
10575,45961.0000000012,3.230766,4007.7075,195975
9975,43395.9999999995,3.2631984,2187,205800
8175,53340.9999999995,3.2541102,2227.6875,206850
7200,75384.0000000009,3.2155074,1706.4675,202575
7725,111727.000000002,3.2150664,1399.68,203400
20550,111341.999999999,3.17772,1254.6075,216675
17025,95567.9999999995,3.2125086,251.1675,215475
19200,50543.9999999999,3.2181534,4230.0075,217500
17550,38313.0000000015,3.2229162,2138.67,214575
13425,36868.0000000007,3.2258268,1532.28,209550
13650,45605.9999999998,3.2243274,5887.47,209325
12750,50578.9999999987,3.2282964,622.08,209100
10050,57791.999999999,3.2337648,21.87,206025
9750,58387.9999999997,3.2346468,6320.43,206850
8100,52848.9999999996,3.2638221,288.12,206325
8100,57510.0000000004,3.2633766,630.75,205725
8025,58095.0000000004,3.2633766,4095.9075,204975
5700,40889.0000000003,3.2611491,2352,202125
22350,26720.0000000004,3.189069,2277.0075,200325
29325,24263.999999999,3.152304,2883,197925
14700,26580.9999999997,3.2236218,5808,202125
6975,44448.000000001,3.2666733,134.67,202500
8475,51245.0000000006,3.264624,363,203775
8925,56087.9999999996,3.2656041,2343.6075,204750
14700,51679.9999999994,3.2323536,1478.52,208950
14700,53196.0000000001,3.233853,1890.03,213675
14850,44780.9999999998,3.2300604,2075.07,213225
12975,38668.0000000002,3.2282082,428.4075,211575
4500,34625,3.2668515,4872.27,201675
33300,16306.2899999994,3.1593888,4459.640625,195525
31875,18087.3000000007,3.1586976,2610.993825,196125
2325,26531.9999999999,3.2721975,5482.6875,196350
11325,32596.0000000007,3.2385276,5104.6875,199425
12150,39795.000000001,3.2425848,279.3675,200100
13425,49101.0000000001,3.2454954,2059.32,197850
30675,38792.1600000003,3.170016,4788.0075,198825
22200,49607.9999999982,3.2041719,28.83,201525
6375,53886.0000000002,3.2737122,3748.8675,202200
8250,51946.9999999996,3.274425,6334.2075,205125
11100,52438.9999999996,3.242232,3855.6675,206250
14775,49520.0000000007,3.2432022,5994.27,211500
17850,52416.9999999991,3.2407326,3014.67,221025
23625,51348.0000000014,3.2352642,6.3075,241650
27525,49536.0000000008,3.2293548,5092.32,255750
29625,50379.9999999997,3.2277672,414.1875,260625
29550,51289.9999999993,3.2271498,518.7675,262275
24375,49794.0000000008,3.2271498,1478.52,257775
22275,53145.0000000003,3.2261796,3877.2075,257100
22875,56258.9999999998,3.2253858,4836.0675,259200
19875,56541.0000000016,3.2556249,554.88,254850
17175,55797.9999999993,3.2582088,204.1875,242700
12000,53508.0000000003,3.264624,2892.3075,215775
12825,55571.9999999997,3.2305014,1323,213375
15300,55469.9999999991,3.2279436,2195.1075,215925
23250,57408.000000001,3.2234454,4218.75,219900
21300,51728.9999999992,3.2222106,5495.52,222900
20700,48749.0000000013,3.222387,4389.1875,220425
20325,48200.0000000007,3.219741,4764.0675,220500
20700,48600.0000000007,3.2189472,5380.5675,220650
21900,48912.9999999996,3.2222988,3043.2675,221250
20025,45980.0000000012,3.2270616,2051.4675,218550
20550,51471.0000000008,3.225915,821.7075,219825
21525,54739.9999999993,3.2216814,3633.12,221550
18900,50400.0000000002,3.222387,1720.8075,219600
17775,46722.0000000001,3.2233572,229.6875,218025
16575,46359.9999999995,3.2242392,1958.4075,214875
14925,46967.9999999994,3.2255622,3356.7075,214350
20475,43272,3.2240628,3866.43,218325
19800,44918.0000000005,3.2230926,306.03,220800
18000,45866.0000000011,3.2262678,1194.0075,216150
17250,43771.0000000006,3.2247684,109.8075,216300
13350,44536.0000000012,3.2327064,583.8075,212100
14400,46519.999999999,3.2339412,227.07,213225
13200,46207.9999999995,3.2327064,4007.7075,212025
13500,45769.0000000005,3.2342058,1419.1875,212925
11175,47931.0000000001,3.2692572,288.12,210375
9450,46398.0000000012,3.2697918,1134.9075,209100
9750,47424.0000000001,3.2711283,6210.75,210225
10725,43595.9999999999,3.2705937,546.75,212925
11700,42524.9999999993,3.2650695,2114.7075,217350
17475,42407.9999999999,3.2292666,2428.2075,224850
19050,42549.9999999989,3.2299722,5954.1075,227250
20325,43851.9999999995,3.228561,29.7675,229350
23775,43660.0000000005,3.2260032,5521.23,232125
31950,43662.9599999989,3.189942,6265.47,235125
24525,43703.9999999999,3.225915,432,222525
23100,39328.0000000009,3.2249448,5547,218475
17175,32175,3.2269734,1793.4075,213900
17025,49787.9999999999,3.2230926,3791.4075,217200
16200,45044.9999999998,3.225033,5393.28,217125
13800,36932.0000000002,3.2290902,209.1675,214950
13425,32500,3.2310306,5637.6675,215175
13500,33696.0000000006,3.2309424,245.7075,215100
17400,41055.9999999991,3.2295312,1194.0075,220425
17850,43015.000000001,3.232971,4516.32,219900
13650,47233.9999999995,3.233853,510.9075,217275
13800,46137.0000000001,3.2653368,78.03,218775
13800,48707.9999999996,3.2331474,5834.43,218100
20925,54000.0000000003,3.2315598,1088.7075,219900
21150,54630.0000000003,3.2327946,2593.08,217725
22275,57684.000000001,3.2330592,1285.47,219300
23250,53256.0000000002,3.2333238,4458.3075,219900
22650,52398.0000000014,3.2320008,70.5675,218925
20850,54726.0000000002,3.236499,5967.48,214275
31275,57149.9999999986,3.1991958,1.08,223350
21375,59155.9999999992,3.2384394,324.48,216525
19950,56495.9999999997,3.2412618,4446.75,215025
17250,57645.0000000004,3.242232,1860.03,213150
18075,51954.0000000002,3.242673,3091.23,216150
19050,50429.9999999996,3.2408208,343.47,218625
17775,52331.0000000009,3.2434668,1445.4075,217800
17700,53639.9999999987,3.2450544,2892.3075,215850
17325,53640.0000000004,3.2424084,4657.08,215325
17250,53195.9999999997,3.2424084,2318.52,215175
18075,60480.0000000005,3.243996,5900.7675,216675
18975,55967.9999999997,3.242673,25.23,216900
19725,52159.9999999989,3.2442606,491.52,217050
19650,45254.0000000005,3.2394978,4129.23,218550
22275,40320.0000000016,3.2345586,2098.8075,222450
22125,68160.0000000006,3.2292666,3110.52,221925
21000,45220.0000000005,3.2330592,2.43,220125
23550,35960.0000000008,3.2327946,2.43,237300
24000,27622.9999999988,3.2377338,1224.12,242250
23775,36703.9999999992,3.2416146,70.5675,243675
24075,37917.0000000015,3.2443488,4586.43,243300
22425,43661.9999999995,3.2459364,3834.1875,241125
19800,39406.0000000004,3.2441724,4230.0075,246600
17025,31175,3.2459364,23.52,230550
13200,30383.0000000005,3.2487588,3877.2075,208650
10875,35370.0000000013,3.2526396,2020.2075,205425
7125,51720.0000000007,3.2901957,15.1875,200025
8100,49061.9999999987,3.288681,2138.67,201675
8475,50583.0000000001,3.2528628,124.8075,203925
9900,50040.0000000007,3.2544666,267.9075,205875
9900,49720.0000000007,3.2535756,558.9675,206325
16800,52933.0000000009,3.2169186,1049.07,210075
14025,53064.0000000014,3.2200938,303.0075,210300
15525,52073.0000000008,3.2195646,792.1875,214500
16275,46839.0000000001,3.2195646,253.92,216675
15675,46583.0000000006,3.2158602,763.2075,216825
10650,39463.0000000003,3.2516154,3539.7675,213525
11325,47931.0000000001,3.2525955,5469.87,216450
13725,49814.9999999996,3.220182,1335.63,219000
15075,48440.0000000007,3.2187708,1406.1675,220875
16650,44436.9999999988,3.250368,6403.32,240000
16125,43955.9999999988,3.2474277,684.03,244800
17550,41264.9999999994,3.2463585,6251.7675,246000
16350,41291.9999999999,3.2443983,5980.8675,242775
15675,38180.9999999998,3.2419035,386.4675,239925
16950,43179.0000000005,3.2411907,1749.6675,239850
24150,41111.9999999999,3.2070402,41.07,246075
19725,39133.9999999987,3.2062464,2445.3075,242175
20925,39508.0000000004,3.2041296,4657.08,243525
19500,41055.000000001,3.2044824,6348,240750
17775,42875.9999999999,3.2378049,596.43,239175
15825,41054.9999999994,3.2402997,1438.83,235875
14475,40086.0000000004,3.2399433,2557.92,234450
13950,42069.9999999993,3.2397651,1706.4675,235200
15000,45675.9999999994,3.2388741,1065.9675,238950
15450,39338.0000000004,3.240567,128.7075,240225
13875,40389.9999999993,3.2411907,4788.0075,237750
10950,41480.0000000004,3.2470713,1367.4675,209625
10875,45658.0000000006,3.2177124,2557.92,202725
11625,46324.0000000006,3.2150664,772.8075,203025
13725,44820.0000000017,3.2139198,2343.6075,204225
14175,43749.9999999993,3.2106564,3366.75,212250
17100,41241.9999999987,3.208716,1478.52,231750
17625,41929.9999999994,3.2427945,3844.92,237375
16725,38939.9999999998,3.2444874,102.6675,237750
16275,34393.9999999991,3.245022,363,237975
14850,33880.0000000001,3.2447547,2059.32,237975
14775,32319.0000000012,3.2426163,4551.3075,239925
17850,34769.9999999997,3.2421708,867,243975
18900,33449.9999999997,3.2419035,4469.88,245025
18900,33209.9999999997,3.2413689,3237.3675,248100
21150,30520.0000000001,3.2392305,442.8675,270975
23400,29353.999999999,3.2351319,918.75,285225
24975,34019.9999999997,3.2342409,716.1075,292200
25050,41652,3.235221,2920.32,293550
23625,42911.9999999999,3.2360229,2326.8675,289200
22575,39533.9999999998,3.2391414,37.8075,287325
22500,40095.0000000015,3.2411016,450.1875,286800
23175,42945.0000000011,3.2406561,571.32,289950
24225,43667.9999999999,3.2380722,5598.72,290550
26475,41999.9999999993,3.2386959,3612.27,293925
24825,38874.0000000015,3.2401215,5191.68,291750
26175,38147.9999999988,3.2416362,5179.2075,291600
25200,39816,3.242349,4969.47,290325
25125,40071.0000000005,3.2422599,126.75,291000
25500,41116.0000000011,3.2378049,113.4675,293100
26475,40107.999999999,3.2376267,90.75,293325
23775,38465.0000000009,3.2408343,122.88,291375
21750,38543.9999999998,3.2406561,4481.4675,293325
24825,40880.000000001,3.2419926,720.75,299025
22200,42525.000000001,3.2435964,1100.1675,297600
21450,40949.9999999993,3.24324,372.9675,297825
20850,37264.0000000004,3.2435073,19.5075,299550
22950,40847.999999999,3.2452002,661.5675,300300
22425,44976.9999999996,3.2465367,2772.48,293625
23400,39183.0000000005,3.2417253,3159.0075,293775
20850,36685.9999999988,3.2427054,1341.9675,292350
19275,33263.0000000002,3.2435964,2655.1875,289650
17700,35111.9999999998,3.2444874,5043,287025
18600,38406.0000000004,3.242349,476.28,287400
20550,40697.9999999995,3.2410125,1015.68,290700
27225,39492,3.2385177,7.68,294750
24150,38640.0000000009,3.2403888,3417.1875,294000
23025,38919.9999999993,3.2406561,961.23,293175
21150,40188.0000000004,3.2419926,1140.75,289875
18150,40052.0000000004,3.2453784,2584.2675,286050
17550,39508.0000000004,3.2418144,2673.0675,285900
17250,39585.000000001,3.2435073,5204.1675,284325
16650,41648.000000001,3.2443092,4692.6075,284025
15675,40067.9999999999,3.2462694,5204.1675,285375
17250,40292.9999999989,3.2437746,253.92,286800
16500,29094.0000000006,3.2454675,2067.1875,286350
22200,25783.0000000004,3.2421708,2700,289650
17550,29718.0000000006,3.244131,100.92,287400
19050,31563.0000000012,3.2444874,5141.88,288750
20325,24380.0000000004,3.2444874,136.6875,290850
19650,27531.0000000005,3.2431509,120.9675,288600
18450,19616.0000000013,3.2457348,592.2075,286875
13725,20807.9999999985,3.251259,836.67,281250
14025,21726.0000000008,3.2529519,4309.23,281025
17925,89825.9999999996,3.238785,3356.7075,285300
19875,120931,3.2314788,5900.7675,288750
19950,106856.000000001,3.2329044,924.0075,288675
20775,87232.0000000001,3.2350428,3,286800
20175,80279.9999999993,3.2384286,514.83,286275
20625,78241.9999999998,3.2372703,312.12,290250
19950,78659.9999999991,3.2376267,279.3675,288150
17250,60351.9999999992,3.2400324,5808,285300
15300,50759.9999999989,3.2420817,5.07,281550
18675,31148.0000000006,3.2439528,48,278925
21075,108478.000000001,3.2269347,1140.75,291825
19575,118080.000000002,3.2282712,5279.4075,291975
20025,98495.9999999999,3.228984,297.0075,291975
21000,93450.0000000004,3.2278257,4.32,292050
16200,80829.0000000012,3.2317461,526.6875,283500
20175,77349.0000000005,3.2291622,670.5075,286050
23775,69552.0000000008,3.2285385,487.6875,292950
24150,37727.0000000003,3.2362011,1188.03,295425
23925,38843.0000000003,3.2372703,5547,294450
23400,26544.000000001,3.238785,1248.48,294600
22650,40145.0000000003,3.2366466,1438.83,293775
21150,55649.9999999983,3.2360229,5768.4675,290625
20400,68600.0000000013,3.2384286,826.68,289050
17400,76834.9999999996,3.2398542,2187,286725
18000,76031.9999999989,3.2386959,115.32,287925
19725,70823.9999999995,3.2375376,2790.75,288300
15675,75737.0000000002,3.2434182,3024.1875,286800
14850,68158.9999999993,3.2420817,214.2075,288075
13575,58351.0000000009,3.2433291,4657.08,286500
19125,31151.9999999993,3.2442201,2411.1675,290850
21900,32708.0000000006,3.2429727,13.8675,293625
22950,38541.0000000008,3.2410125,2130.6675,295050
21900,17185.9999999994,3.2454675,643.8675,293625
21300,18732.0000000001,3.2464476,192,291150
20400,21231.9999999995,3.245913,206.67,291375
21600,24390.0000000009,3.2470713,5495.52,293025
25125,30579.9999999998,3.2483187,6.3075,299100
24900,30029.9999999998,3.2473386,5006.1675,303600
22425,28313.9999999998,3.2477841,2566.6875,300450
29550,28445.9999999998,3.2089806,4107,304125
26175,25577.9999999992,3.2428836,495.3675,304650
26100,27059.9999999999,3.2442201,180.1875,304500
22125,25673.9999999999,3.2452002,6251.7675,299025
23025,25968.000000001,3.2481405,476.28,304200
22425,26641.9999999999,3.2483187,1786.08,300975
21675,25440.0000000004,3.2510808,2082.9675,295350
24225,26313.000000001,3.2489424,666.03,297150
24450,26313.000000001,3.2490315,4848.12,298050
25125,27587.9999999999,3.2491206,0.0675,297375
26700,28775.9999999998,3.248586,2557.92,300600
28875,30815.9999999993,3.2163894,483.87,302850
29475,26796.000000001,3.2174478,600.6675,300450
22950,28865.0000000005,3.2555358,5055.3075,292500
21750,28933.9999999987,3.2558031,3457.8075,293025
23400,27433.9999999999,3.2575851,6007.6875,294750
24225,29568.0000000011,3.2589216,3.9675,295575
20925,28473.9999999987,3.2607927,1566.3675,291525
17100,21436.9999999984,3.2644458,79.5675,285900
16725,26249.9999999992,3.2638221,3560.4075,284250
17175,24092.0000000015,3.2633766,372.9675,284100
16425,25180.0000000004,3.2586543,28.83,282825
15450,25180.0000000004,3.2614164,2162.7675,282075
21750,28643.9999999998,3.2581197,2584.2675,285975
19950,36008.0000000001,3.2574069,6292.92,288000
23475,22543.9999999995,3.2528628,2012.43,290175
24975,58456.9999999994,3.2546448,4504.6875,293175
26850,46719.999999999,3.2136552,15.1875,291600
28050,33480.0000000013,3.2225634,675,287850
27825,18298.0000000001,3.2199174,2445.3075,287250
27600,14365.9999999999,3.2186826,768,294075
27450,37169.0000000003,3.2207994,4776.03,293925
23700,5320.00000000083,3.2550012,3,292950
20475,54187.9999999992,3.2600799,579.63,295350
21450,17393.9999999994,3.2556249,1230.1875,296325
19800,45396.0000000001,3.2606145,3550.08,294075
19650,32812.0000000007,3.2620401,5304.6075,292650
18750,29279.0000000005,3.2645349,3014.67,290325
16875,31343.9999999993,3.2670297,2646.27,288900
19125,27636.000000001,3.2678316,821.7075,292425
18750,19859.9999999989,3.2579415,2479.6875,287025
15300,21000.0000000008,3.254823,432,282900
14625,23759.9999999987,3.2597235,0.1875,281175
13350,4972.00000000078,3.2590107,6115.5675,279375
24150,35247.0000000003,3.2563377,400.2075,285150
21975,6404.99999999964,3.2549121,4469.88,283875
22650,49406.9999999991,3.2599908,4481.4675,284775
19800,5324.00000000083,3.2590998,173.28,280950
14025,7949.99999999842,3.2600799,1764.1875,276075
15675,23596.0000000002,3.2589216,16.5675,274650
16125,23692.9999999997,3.2606145,1927.8675,275850
14850,35930.999999999,3.2631093,327.6075,273075
15600,17523.9999999994,3.2596344,35.7075,274500
15075,29472.0000000011,3.2638221,4645.2675,276150
15450,34970.0000000007,3.26106,604.92,275925
23325,28392.0000000011,3.2615055,22.6875,279675
20625,12799.9999999993,3.2615946,3437.4675,280575
19050,21546.0000000008,3.2648022,1386.75,280050
18000,19456.0000000013,3.2660496,2691.0075,277875
17625,22050.0000000008,3.2656041,153.3675,278925
17925,24015.9999999997,3.2663169,2211.3675,278625
16950,25660.0000000004,3.2715738,1310.43,253050
16200,26334.000000001,3.273534,1230.1875,246900
10500,27521.9999999998,3.2767416,2178.9075,237600
11775,25116.000000001,3.2755833,3802.08,237375
18300,18955.0000000002,3.2724648,13.8675,241125
17550,22700.0000000003,3.26997,3468,259575
10650,29400,3.271752,1465.23,267225
24900,27543.9999999998,3.2342058,366.3075,268050
36525,25945.9199999992,3.22812,600.6675,272475
22875,26439.000000001,3.2291784,4140.3675,273675
13500,25473.000000001,3.2636439,6361.8075,273900
14025,23960.9999999993,3.2613273,149.1075,276600
22275,23920.0000000003,3.2577633,42.1875,285450
19650,22951.9999999997,3.2623965,2781.6075,273375
19650,19551.9999999996,3.262842,104.43,268875
21375,25473.0000000009,3.2631093,1458.6075,272100
22575,25739.9999999999,3.2616837,939.87,275550
17325,25959.9999999999,3.2649804,2043.63,270825
18075,20717.9999999991,3.2648022,977.4075,271875
18975,18223.9999999996,3.2653368,3727.6875,273900
18300,19006.0000000002,3.2632875,130.68,273450
16950,23898.0000000009,3.2656932,3844.92,278400
15975,25139.0000000004,3.2673861,5874.1875,273450
17700,26279.9999999994,3.2641785,1786.08,274200
18375,25553.0000000004,3.2648022,993.72,275250
18075,27048.0000000005,3.2657823,194.4075,272700
18450,31018.0000000006,3.2665842,5241.72,272250
19800,31538.0000000006,3.2641785,2488.32,277425
20325,23218.0000000014,3.2624856,446.52,279075
20475,24480.0000000003,3.2629311,3685.5075,278700
20625,19503.9999999996,3.2631093,56.7675,277425
22650,16968.0000000001,3.263733,0.0675,278625
22500,17340.0000000007,3.2626638,2377.2675,276225
20025,19159.0000000002,3.2649804,3366.75,272925
17850,22659.9999999987,3.2680098,363,257250
17700,26266.0000000005,3.2697918,2754.27,255300
23025,28825,3.2340294,510.9075,255675
19800,23640.0000000003,3.2680098,1950.75,257550
22425,24160.0000000003,3.2635548,113.4675,283425
24375,28358.9999999988,3.2630202,806.88,295200
24525,28129.0000000005,3.2618619,897.87,301650
27900,27715.0000000005,3.260169,2260.5075,304275
26400,36810.0000000014,3.2591889,0.0675,304275
26925,41084.9999999998,3.2616837,4920.75,301950
28500,37439.9999999997,3.261951,5469.87,306225
28500,32940.0000000013,3.2644458,56.7675,299925
27225,33611.0000000007,3.233412,993.72,287625
24450,33698.0000000007,3.2709501,1587,279750
22800,26003.9999999999,3.2765634,955.8675,277050
25800,24926.9999999993,3.2418792,45.63,280350
26475,25094.9999999993,3.2432904,6210.75,284250
21900,22229.9999999997,3.277098,383.07,276075
21450,19407.9999999996,3.2770089,393.3075,274800
23700,21654.0000000008,3.2751378,3005.1675,276525
22350,21780.0000000008,3.2751378,4516.32,269625
23175,20570.0000000002,3.2762961,157.6875,271050
21675,18029.999999999,3.2768307,693.12,267375
21150,19408.0000000013,3.2765634,84.27,267450
21450,21491.9999999991,3.2756724,2709.0075,265350
22950,21564.0000000008,3.2764743,151.23,267000
21150,17865.0000000007,3.277989,1749.6675,268650
25950,21204.0000000008,3.241791,4051.6875,273075
27375,20988.0000000008,3.2423202,706.8675,274050
26550,20826.0000000008,3.2451426,763.2075,272850
28725,25598.9999999993,3.2437314,1927.8675,282675
29475,22068.0000000008,3.2498172,3129.87,276825
29250,16340.9999999994,3.248406,15.1875,276900
29025,16288.9999999994,3.2467302,2593.08,277200
27900,17626.0000000001,3.2454954,11.4075,275250
23250,12549.9999999993,3.2821767,227.07,268950
20925,13518.9999999999,3.2830677,730.08,264975
20400,16702.0000000001,3.2814639,6389.4675,265350
20175,15876.0000000001,3.2829786,476.28,262950
18825,15694.0000000001,3.2831568,4263.87,260250
20175,21402.0000000008,3.2866317,530.67,268650
23550,23217.9999999997,3.2743359,5254.2675,279150
22950,19040.0000000013,3.240567,4007.7075,286425
24975,19407.9999999996,3.2397651,2610.75,289200
25575,20160.0000000014,3.240567,4776.03,292350
25950,21947.0000000002,3.2426163,6403.32,294450
26475,21386.0000000002,3.2420817,3612.27,291525
26100,23039.9999999991,3.2402106,3227.52,293250
28500,21827.9999999984,3.205188,693.12,296775
28275,20447.9999999996,3.2057172,643.8675,294450
28875,21794.0000000002,3.2059818,13.23,296325
32550,22031.9999999991,3.2080104,3519.1875,306525
31275,24695.9999999993,3.2094216,6007.6875,304350
27300,25035.9999999999,3.2440419,2471.07,298725
26025,26887.0000000005,3.2434182,2252.28,297300
25950,24737.9999999993,3.2427945,3727.6875,298575
27150,25052.9999999992,3.2406561,1927.8675,300000
25275,26311.9999999999,3.2434182,748.92,297675
26700,27279.9999999999,3.2444874,3149.28,299925
26400,24580.0000000003,3.242349,1.92,298275
28200,25850.9999999992,3.2417253,2718.03,297900
30000,25871.9999999992,3.21048,1200,291525
32100,25787.9999999992,3.2120676,955.8675,288525
31950,24820.0000000004,3.2138316,2873.7075,288375
31575,23141.9999999997,3.2149782,0.1875,286500
31875,25493.9999999992,3.2145372,575.4675,299400
32025,27646.0000000005,3.2133906,4884.3675,300600
29325,27002.0000000005,3.2170068,3005.1675,290550
25350,27393.0000000005,3.2524173,6238.08,285300
24750,26135.9999999999,3.2531301,3581.1075,283125
29550,26223.9999999999,3.2173596,288.12,291075
39825,23423.3999999987,3.2120676,4504.6875,304875
33300,25871.9999999992,3.215772,333.9075,293625
32175,25320.0000000004,3.2172714,4230.0075,290775
31200,27389.9999999999,3.214008,4107,288825
27825,31350,3.2145372,22.6875,288825
27075,30527.9999999993,3.2454675,102.6675,291225
26475,30504.0000000012,3.2445765,56.7675,298125
26025,32708.0000000006,3.2465367,1728,298875
24750,32604.0000000006,3.2471604,237.63,296850
23700,36259.9999999983,3.2456457,4788.0075,296475
25425,38189.9999999996,3.2452002,4118.1075,299175
25500,35784.0000000002,3.2438637,309.0675,301050
29625,31400,3.2092452,5715.9675,303750
32100,27235.9999999998,3.2070402,327.6075,311025
28425,29992.0000000005,3.242349,4860.1875,305175
27750,33025,3.2435964,108,303000
25275,30153.0000000005,3.2444874,2293.5675,299250
24300,29946.0000000005,3.2460912,253.92,297375
24375,32700,3.2454675,3407.07,296550
25050,33025,3.2453784,5030.7075,296475
27675,32889.9999999989,3.2445765,526.6875,297150
26100,30750,3.214449,2799.9075,283725
5250,11952.0000000001,1.5158934,4539.63,64650
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
-375,475.199999999999,0.6362226,880.3107,150
-3075,4018.41000000001,1.439424,1847.5776,1575
-2025,2627.52000000002,3.1421772,4670.3223,13725
1350,940.800000000001,3.002076,1126.1904,17400
16050,12732.16,3.1924656,1223.9073,74400
19350,24698.52,3.1845132,2479.6875,103050
32700,22678.5999999996,3.1714002,3443.425425,134025
37800,21191.5200000002,3.2230656,6054.411825,179700
35100,16849.8000000003,3.2542821,6.244425,193950
30825,15163.8299999989,3.2541948,5377.192425,194250
15225,10779.9999999999,3.3193314,2043.63,226350
15675,9810.00000000037,3.3121143,136.6875,237525
17625,15694.0000000001,3.3040953,297.0075,239775
19050,16785.0000000006,3.2975019,4332,242925
18900,14546.9999999995,3.2933142,4884.3675,238875
24825,14559.9999999995,3.2557266,657.12,243375
31050,10679.9999999994,3.2499936,211.68,250050
30750,7647.99999999984,3.2460246,836.67,251400
31425,7615.99999999984,3.2434668,2252.28,247650
32925,6507.27000000069,3.2434668,4945.08,248100
34500,12792.78,3.2447016,2967.3075,249825
46125,8860.50000000076,3.2087115,0.1188,264975
43575,5351.9400000002,3.2078385,2454.890625,270675
38175,3805.55999999924,3.2113305,1140.75,254700
36450,3892.68000000061,3.2118543,3696.03,241800
31200,4821.29999999972,3.246642,0.0075,234075
29925,1946.33999999961,3.2512284,383.07,233325
30525,982.080000000502,3.2526396,4504.6875,240600
32025,1950.29999999961,3.2484942,2682.03,247050
33825,3805.55999999924,3.2480532,6129.12,254250
33825,23566.9499999989,3.2441724,349.92,252150
33750,28910.9700000006,3.243996,18.75,250275
35475,46866.5999999988,3.2402916,592.2075,254400
37800,75465.7199999992,3.2326182,4320.6075,270600
37875,110583.999999999,3.2265324,4598.1675,287325
36300,106739.999999999,3.2265324,4752.12,286950
35925,89551.0000000013,3.2278554,483.87,287700
36300,79990.0200000009,3.2310306,140.7675,289500
35700,31304.0000000001,3.240468,554.88,287400
37200,6551.82000000025,3.2434668,20.28,289800
36300,6516.18000000024,3.2469948,276.48,287550
35475,7643.99999999926,3.2489352,2995.68,284775
36525,8609.03999999982,3.2480532,5781.63,285300
37875,21978.0000000003,3.2439078,1580.1075,289125
36525,82390.0000000004,3.235617,522.72,288450
37125,65887.9999999998,3.2374692,5030.7075,290025
38475,10008.8999999994,3.2477886,4007.7075,291150
37425,10088.1000000009,3.247524,2268.75,290700
37650,10187.1000000009,3.2467302,376.32,289950
32025,10420.0000000009,3.2507874,5043,284625
24225,12121.9999999999,3.2872554,1950.75,278700
24600,13380.0000000005,3.2876118,1291.6875,278925
25350,27431.9999999994,3.2859189,43.32,281925
25950,54190.9999999999,3.2800383,2352,283575
25575,70259.9999999993,3.2780781,5742.1875,281700
26250,8448.00000000132,3.2908194,2051.4675,282225
23025,55468.0000000011,3.2812857,6361.8075,279225
23025,90036.0000000008,3.2757615,1706.4675,278775
24750,31680.0000000007,3.2834241,1399.68,279900
27450,13397.9999999987,3.2882355,2028,281700
27600,48411.9999999995,3.2817312,4140.3675,284325
30300,71828.9999999998,3.2429376,3866.43,287175
32775,22907.999999999,3.2483178,3062.4075,289425
34200,13259.9999999995,3.2540508,2436.75,291600
35625,12407.999999999,3.2534334,166.5075,293250
36450,13011.570000001,3.253698,5559.9075,291600
33300,46859.9999999998,3.2458482,4185.0675,291900
31800,57356.0000000011,3.243555,5229.1875,291225
40950,17923.9500000002,3.2481414,3643.5675,298125
36525,13234.000000001,3.2553738,1094.43,296100
35475,12348.0000000005,3.2539626,4435.2075,294525
33375,14714.0000000001,3.2536098,126.75,291300
32175,12396.0000000005,3.2574906,35.7075,289575
27975,13649.9999999995,3.2928687,4657.08,283500
25875,12455.999999999,3.2941161,5834.43,281025
26475,11439.9999999999,3.2938488,1670.88,281475
27675,16229.9999999991,3.2910867,1.2675,284325
28875,14196.000000001,3.2909976,3366.75,285750
32175,14079.0000000011,3.2574906,657.12,290550
30600,13766.9999999995,3.2600484,1088.7075,280500
29475,11538.9999999999,3.2619006,4872.27,270150
30075,12768.0000000005,3.261636,1621.6875,269550
30450,10529.9999999994,3.2632236,297.0075,269700
30375,11964.0000000005,3.2624298,2790.75,276900
29100,12883.000000001,3.2624298,1182.0675,279225
27900,10923,3.2655168,4118.1075,272475
27225,9090.00000000034,3.2648112,2067.1875,267975
35550,9840.59999999944,3.2583726,151.23,275700
33525,11712.0000000004,3.2610186,3014.67,279450
33825,9849.99999999944,3.2604894,43.32,285600
34275,10944.9999999999,3.2614596,3560.4075,288000
35850,14880.0000000006,3.2600484,4084.83,293550
37800,17606.1600000007,3.259431,3366.75,299850
38700,17517.0600000007,3.2604012,157.6875,301950
38325,16560.7200000002,3.260313,279.3675,301125
36300,19560.0000000003,3.2627826,2873.7075,297600
34275,20635.9999999999,3.2648112,5055.3075,292500
